,Title,Author,Average Rating,#Pages,Ratings Count,Publication Date,Language Code,Average Ranking,Log Reg Predicted Rating,Log Reg Ranking,Lin Reg Predicted Rating,Lin Reg Ranking,KNN Reg Predicted Rating,KNN Reg Ranking,KNN Class Predicted Rating,KNN Class Ranking
229,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,408,286,11/19/1990,en-GB,290.25,5,82.0,3.3024097995787303,702.0,3.6,204.0,4,173.0
250,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,826,44,1/21/2004,eng,442.5,5,95.0,3.213114437275361,1412.0,4.4,89.0,4,174.0
0,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling/Mary GrandPré,4.57,652,2095690,9/16/2006,eng,445.25,5,1.0,3.4138783442422604,333.0,3.0,1323.0,4,124.0
624,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,5.0,364,0,2/22/1922,grc,484.25,5,166.0,3.707415111372689,198.0,3.0,1348.0,4,225.0
786,Willem de Kooning: Late Paintings,Julie Sylvester/David Sylvester,5.0,83,1,9/1/2006,eng,495.75,5,171.0,3.707415111372689,199.0,3.0,1361.0,4,252.0
14,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,Bill Bryson,3.8699999999999997,256,2088,9/14/2004,eng,499.25,4,383.0,3.9200092101488107,162.0,3.0,1325.0,4,127.0
38,The Changeling (Daughters of England  #15),Philippa Carr,3.98,369,345,8/28/1990,eng,500.75,4,391.0,3.9951000110426413,149.0,3.0,1327.0,4,136.0
855,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5.0,32,4,1/1/2002,eng,501.75,5,176.0,3.707415111372689,200.0,3.0,1366.0,4,265.0
551,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,440,12,11/16/1997,eng,502.75,5,164.0,3.448010526466729,290.0,3.0,1344.0,4,213.0
804,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C./Xavier de C./Joseph Rowe,4.67,144,3,5/4/2004,eng,515.0,5,172.0,3.482142708691197,270.0,3.0,1362.0,4,256.0
615,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57,768,1213,6/23/2006,eng,517.5,5,165.0,3.4138783442422604,334.0,3.0,1347.0,4,224.0
807,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James/Leo Bersani,4.63,713,27,2/2/2006,eng,519.5,5,173.0,3.4548369629116222,284.0,3.0,1363.0,4,258.0
1243,Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,5.0,128,2,3/17/2003,eng,527.25,5,182.0,3.707415111372689,201.0,3.0,1394.0,4,332.0
441,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,34,2,1/30/1989,eng,527.5,5,162.0,3.3660932891280044,417.0,3.0,1337.0,4,194.0
547,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,4.52,499,61,1/1/1985,eng,528.25,5,163.0,3.3797461620177915,397.0,3.0,1342.0,4,211.0
667,The Complete Novels,Jane Austen/Hugh  Thomson,4.55,1103,300,9/3/1995,eng,530.0,5,168.0,3.4002254713524724,361.0,3.0,1354.0,4,237.0
669,Jane Austen: The Complete Novels,Jane Austen,4.55,1103,267,6/1/1994,eng,531.25,5,169.0,3.4002254713524724,362.0,3.0,1356.0,4,238.0
1056,The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,4.64,1878,1411,11/30/2004,eng,540.25,5,179.0,3.461663399356516,280.0,3.0,1387.0,4,315.0
627,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,4.5,1199,1324,10/1/1995,eng,540.5,5,167.0,3.3660932891280044,418.0,3.0,1350.0,4,227.0
1040,The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.59,276,641,9/1/1996,en-US,546.25,5,178.0,3.4275312171320476,313.0,3.0,1384.0,4,310.0
960,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle/W.S. Hett,4.57,528,14,6/28/1963,grc,547.75,5,177.0,3.4138783442422604,335.0,3.0,1381.0,4,298.0
724,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,1438,232,6/1/2005,en-US,548.0,5,170.0,3.3660932891280044,419.0,3.0,1358.0,4,245.0
824,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,288,39,11/1/2006,eng,551.0,5,174.0,3.3729197255728978,405.0,3.0,1364.0,4,261.0
825,Advanced Global Illumination,Philip Dutre,4.5,366,17,8/30/2006,eng,555.5,5,175.0,3.3660932891280044,420.0,3.0,1365.0,4,262.0
1530,The Life and Times of Scrooge McDuck,Don Rosa,4.67,266,2467,6/1/2005,eng,561.75,5,185.0,3.482142708691197,271.0,3.0,1411.0,4,380.0
1233,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,4.56,480,3141,7/1/2008,eng,563.0,5,181.0,3.407051907797366,347.0,3.0,1393.0,4,331.0
1057,The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,4.53,907,2203,11/7/2005,eng,566.75,5,180.0,3.3865725984626853,383.0,3.0,1388.0,4,316.0
1611,The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.6,3,78,1/1/1989,en-US,577.0,5,187.0,3.434357653576941,307.0,3.0,1419.0,4,395.0
23,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,398,2128944,9/5/2003,eng,585.0,5,12.0,4.191712190255457,112.0,3.6,176.0,3,2040.0
1848,Early Color,Saul Leiter/Martin Harrison,4.73,156,144,1/15/2006,eng,587.75,5,194.0,3.5231013273605596,255.0,3.0,1444.0,4,458.0
4,Harry Potter Boxed Set  Books 1-5 (Harry Potter  #1-5),J.K. Rowling/Mary GrandPré,4.78,2690,41428,9/13/2004,eng,589.5,5,4.0,3.999599395366363,148.0,3.6,173.0,3,2033.0
1376,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.5,437,10,10/1/1996,eng,590.0,5,183.0,3.3660932891280044,421.0,3.0,1402.0,4,354.0
1575,Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,1096,13137,7/2/2002,eng,591.0,5,186.0,3.393399034907579,374.0,3.0,1416.0,4,388.0
57,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,192,860,9/1/2003,eng,591.0,5,25.0,4.259976554704393,104.0,3.6,180.0,3,2055.0
1720,混血王子的背叛 (哈利波特  #6),J.K. Rowling/J.K.羅琳/皇冠編譯組/張定綺/彭倩文/趙丕慧/林靜華,4.57,735,75,10/1/2005,zho,594.5,5,189.0,3.4138783442422604,336.0,3.0,1430.0,4,423.0
1745,Come Away My Beloved,Frances J. Roberts,4.58,192,8,10/1/2005,eng,594.5,5,191.0,3.420704780687154,323.0,3.0,1433.0,4,431.0
1425,Love You Until--,Lisa McCourt/Cyd Moore,4.5,32,4,12/3/2005,eng,594.75,5,184.0,3.3660932891280044,422.0,3.0,1406.0,4,367.0
6,Harry Potter Collection (Harry Potter  #1-6),J.K. Rowling,4.73,3342,28242,9/12/2005,eng,598.25,5,5.0,3.8264655160737293,179.0,3.6,174.0,3,2035.0
1721,火盃的考驗 (哈利波特  #4),J.K. Rowling/J.K.羅琳/彭倩文,4.56,768,91,12/8/2001,zho,598.25,5,190.0,3.407051907797366,348.0,3.0,1431.0,4,424.0
1803,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,Eva Brann,4.58,378,20,3/1/2004,eng,602.75,5,193.0,3.420704780687154,324.0,3.0,1442.0,4,452.0
175,The Crying of Lot 49,Thomas Pynchon,3.69,152,2161,4/1/1999,eng,605.0,5,55.0,4.838530751759456,57.0,3.6,199.0,3,2109.0
193,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,179,2998,11/1/1986,eng,608.5,5,63.0,5.8218630084436045,9.0,3.4,245.0,3,2117.0
2021,Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,4.59,496,16,5/9/2005,eng,608.75,5,195.0,3.4275312171320476,314.0,3.0,1447.0,4,479.0
2248,Bill Buzz,Roger Hargreaves/Gray Jolliffe,4.67,32,2,10/14/1989,eng,609.0,5,198.0,3.482142708691197,272.0,3.0,1457.0,4,509.0
49,Coming Into the Country,John McPhee,4.22,448,5704,4/1/1991,eng,609.0,5,22.0,4.333109143505582,96.0,3.2,266.0,3,2052.0
161,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,72,100,1/12/2011,eng,611.75,5,50.0,3.9182913120806324,163.0,4.0,134.0,3,2100.0
1695,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,1200,682,9/16/2002,eng,612.25,5,188.0,3.3660932891280044,423.0,3.0,1427.0,4,411.0
2023,The Sawtooth Wolves,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,4.58,191,38,1/1/1996,eng,612.25,5,196.0,3.420704780687154,325.0,3.0,1448.0,4,480.0
177,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,773,8086,1/3/2004,eng,613.5,5,56.0,3.830048062202285,178.0,4.2,109.0,3,2111.0
2,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,352,6333,11/1/2003,eng,613.75,4,380.0,3.3114817975688546,626.0,3.0,1324.0,4,125.0
8,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,815,249558,4/30/2002,eng,615.0,5,6.0,3.726541937570615,195.0,3.4,223.0,3,2036.0
111,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,352,3086,1/3/2006,eng,616.75,5,41.0,3.6949114374533907,221.0,4.0,130.0,3,2075.0
1789,The Art of Howl's Moving Castle,Hayao Miyazaki/Yuji Oniki/Joe Hisaishi,4.51,256,2874,7/1/2005,eng,620.0,5,192.0,3.3729197255728978,406.0,3.0,1438.0,4,444.0
61,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,192,34,4/28/2003,eng,623.75,5,27.0,3.6421517320615995,229.0,3.6,182.0,3,2057.0
26,The Lord of the Rings: Complete Visual Companion,Jude Fisher,4.5,224,359,11/15/2004,eng,625.25,5,14.0,3.8084591749093395,183.0,3.2,262.0,3,2042.0
460,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,464,30,9/1/1998,mul,626.5,4,487.0,3.345613979793323,479.0,3.0,1339.0,4,201.0
267,Cryptonomicon,Neal Stephenson,4.25,1139,83184,11/1/2002,eng,627.75,5,100.0,3.9529239182103715,157.0,4.2,114.0,3,2140.0
2528,Fullmetal Alchemist  Vol. 10,Hiromu Arakawa/Akira Watanabe,4.6,200,8989,11/21/2006,eng,634.5,5,202.0,3.434357653576941,308.0,3.0,1470.0,4,558.0
321,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.9500000000000006,288,253,6/1/2005,en-US,635.75,5,129.0,5.0433240643114505,41.0,3.6,218.0,3,2155.0
2042,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Rob Inglis,4.5,56,151,2/22/2002,eng,638.5,5,197.0,3.3660932891280044,424.0,3.0,1450.0,4,483.0
312,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,744,377,5/3/2005,fre,641.0,5,126.0,4.626298346022159,74.0,3.6,214.0,3,2150.0
189,Play It As It Lays,Joan Didion/David Thomson,3.8699999999999997,231,23656,11/15/2005,eng,641.25,5,62.0,4.206207663944767,109.0,3.2,279.0,3,2115.0
199,Leviathan,Paul Auster,3.9599999999999995,275,11744,9/1/1993,eng,641.75,5,65.0,4.05602885363969,135.0,3.4,246.0,3,2121.0
2529,Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa/Akira Watanabe,4.56,200,12885,1/10/2006,eng,645.5,5,203.0,3.407051907797366,349.0,3.0,1471.0,4,559.0
2313,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,624,570,9/19/2005,eng,648.25,5,199.0,3.3729197255728978,407.0,3.0,1462.0,4,525.0
2317,Insects & Spiders,David Burnie,4.5,64,4,5/24/1999,eng,653.75,5,200.0,3.3660932891280044,425.0,3.0,1463.0,4,527.0
2454,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,4.51,237,33,1/1/2005,en-US,654.5,5,201.0,3.3729197255728978,408.0,3.0,1465.0,4,544.0
31,Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,56,6,6/10/2003,eng,654.75,5,16.0,3.390965687749512,382.0,3.6,177.0,3,2044.0
467,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,672,46,8/1/1992,eng,655.75,4,494.0,3.3183082340137484,587.0,3.0,1340.0,4,202.0
318,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,320,88897,9/1/2005,eng,657.25,5,128.0,4.068836334247369,131.0,3.6,217.0,3,2153.0
46,Heirs of General Practice,John McPhee,4.17,128,268,4/1/1986,eng,658.25,5,19.0,3.444185075159682,298.0,3.2,265.0,3,2051.0
263,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,128,11,9/1/2004,eng,659.75,5,98.0,4.1789019181651925,116.0,3.2,288.0,3,2137.0
3071,Herbert the Timid Dragon,Mercer Mayer,4.62,48,23,7/1/1991,eng,660.0,5,206.0,3.448010526466729,291.0,3.0,1501.0,4,642.0
578,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,4.45,128,4244,9/7/1995,eng,665.25,4,584.0,3.331961106903536,517.0,3.0,1345.0,4,215.0
626,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,4.47,1076,1107,10/1/1995,eng,669.5,4,623.0,3.345613979793323,480.0,3.0,1349.0,4,226.0
101,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,320,308,9/27/2005,en-US,676.0,4,406.0,4.582773303777529,77.0,3.8,150.0,3,2071.0
90,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,960,109420,11/5/2002,eng,677.5,4,401.0,4.0318670293962935,141.0,4.2,103.0,3,2065.0
445,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,312,679,8/1/2006,eng,678.0,4,473.0,3.2978289246790675,704.0,3.0,1338.0,4,197.0
628,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,4.45,1016,241,10/15/2002,eng,680.25,4,624.0,3.331961106903536,518.0,3.0,1351.0,4,228.0
2650,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,1296,1795,9/16/2002,en-US,681.0,5,204.0,3.3592668526831106,451.0,3.0,1481.0,4,588.0
2750,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,4.49,709,26794,9/1/2003,eng,683.75,5,205.0,3.3592668526831106,452.0,3.0,1483.0,4,595.0
156,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,307,67803,2/15/1991,en-US,684.5,4,427.0,4.247022214545634,105.0,4.2,107.0,3,2099.0
548,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42,496,813,1/1/1977,eng,686.0,4,562.0,3.3114817975688546,627.0,3.0,1343.0,4,212.0
3509,Falling Angels (Luc Actar #1),Melissa M. Garcia,4.67,216,1,2/14/2006,eng,687.0,5,211.0,3.482142708691197,273.0,3.0,1532.0,4,732.0
50,La Place de la Concorde Suisse,John McPhee,3.92,160,698,4/1/1994,fre,692.25,4,394.0,4.023726755188788,143.0,3.6,179.0,3,2053.0
89,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,838,16643,5/31/2004,eng,693.25,4,400.0,4.112470428972406,124.0,3.6,185.0,3,2064.0
150,El perfume: Historia de un asesino,Patrick Süskind,4.02,239,4136,6/1/2002,spa,693.5,4,422.0,4.098615048197235,125.0,4.0,133.0,3,2094.0
3657,The Collected Autobiographies of Maya Angelou,Maya Angelou,4.63,1184,991,9/21/2004,eng,694.75,5,212.0,3.4548369629116222,285.0,3.0,1538.0,4,744.0
143,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,272,56,9/3/2002,en-US,695.5,4,419.0,3.881685427608632,169.0,4.2,104.0,3,2090.0
3107,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley,4.5,400,12509,7/1/2004,en-US,698.25,5,208.0,3.3660932891280044,426.0,3.0,1508.0,4,651.0
3106,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,4.49,640,718,10/10/2006,eng,704.25,5,207.0,3.3592668526831106,453.0,3.0,1507.0,4,650.0
249,Digging to America,Anne Tyler,3.5499999999999994,277,17155,5/2/2006,eng,704.75,4,448.0,5.143997651426234,36.0,3.6,205.0,3,2130.0
12,A Short History of Nearly Everything,Bill Bryson,4.21,544,248558,9/14/2004,eng,707.5,4,382.0,3.7859514548688806,187.0,3.4,224.0,3,2037.0
98,Untouchable,Mulk Raj Anand/E.M. Forster,3.7099999999999995,160,3429,7/3/1990,eng,707.75,4,404.0,3.8803715898460203,170.0,3.6,187.0,3,2070.0
260,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,425,32569,9/2/2004,eng,710.0,4,452.0,4.045519902286081,139.0,4.2,113.0,3,2136.0
194,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,256,74,1/1/1995,eng,711.75,4,437.0,4.376027968819933,92.0,3.6,200.0,3,2118.0
126,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,506,7805,1/12/1994,eng,712.75,4,413.0,3.907611831266407,165.0,3.6,191.0,3,2082.0
155,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,256,6898,8/8/2006,eng,713.5,4,426.0,4.057858937413257,134.0,3.6,196.0,3,2098.0
3691,Vinyl Cafe Odd Jobs,Stuart McLean,4.56,3,61,6/15/2005,eng,714.0,5,213.0,3.407051907797366,350.0,3.0,1543.0,4,750.0
210,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,144,105,10/1/1994,eng,714.25,4,441.0,4.386167979682295,90.0,3.6,201.0,3,2125.0
327,1776,Peter  Stone/Sherman Edwards,4.22,192,1299,11/18/1976,eng,715.25,4,464.0,5.456092257622856,19.0,3.6,219.0,3,2159.0
118,I am Charlotte Simmons,Tom Wolfe,3.42,738,20888,8/30/2005,eng,715.25,4,411.0,4.055928884859531,136.0,3.4,236.0,3,2078.0
3351,The Play Soldier,Chet Green,4.5,328,2,5/22/2011,eng,716.0,5,209.0,3.3660932891280044,427.0,3.0,1524.0,4,704.0
3356,The Iliad  Books 8-9 (Classical Texts Series),Homer/Charles H. Wilson,4.5,224,4,12/1/1996,grc,717.25,5,210.0,3.3660932891280044,428.0,3.0,1525.0,4,706.0
613,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.4,240,11515,11/1/2001,eng,722.5,4,616.0,3.2978289246790675,705.0,3.0,1346.0,4,223.0
4125,Zone of the Enders: The 2nd Runner Official Strategy Guide,Tim Bogenn,5.0,128,2,3/6/2003,eng,722.5,5,218.0,3.707415111372689,202.0,3.0,1596.0,4,874.0
173,Against the Day,Thomas Pynchon,4.13,1085,5296,11/21/2006,eng,730.75,4,431.0,3.5558810264482728,250.0,4.0,135.0,3,2107.0
215,Lord of the Flies,William Golding,3.68,6,408,10/11/2005,eng,732.25,4,445.0,3.961720107437702,155.0,3.6,202.0,3,2127.0
544,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,4.36,524,78,9/1/1982,en-US,739.0,4,559.0,3.270523178899493,846.0,3.0,1341.0,4,210.0
3825,Tal-Botvinnik 1960,Mikhail Tal/Hanon W. Russell,4.55,220,161,7/3/2001,eng,742.0,5,216.0,3.4002254713524724,363.0,3.0,1573.0,4,816.0
666,Blink-182: Tales from Beneath Your Mom,Mark Hoppus/Anne Hoppus/Alex Gaskarth,4.39,112,169,10/2/2001,eng,742.5,4,658.0,3.2910024882341733,723.0,3.0,1353.0,4,236.0
3752,From Far Away  Vol. 14,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.5,208,986,1/9/2007,eng,744.5,5,214.0,3.3660932891280044,429.0,3.0,1562.0,4,773.0
780,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,902,1432,10/6/2009,eng,746.0,4,746.0,3.3114817975688546,628.0,3.0,1360.0,4,250.0
320,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,256,173,6/7/2006,eng,746.5,4,461.0,4.16515186797783,119.0,3.4,252.0,3,2154.0
3824,The Life and Games of Mikhail Tal,Mikhail Tal/Iakov Damsky/Kenneth P. Neat,4.52,496,442,7/1/1997,eng,750.0,5,215.0,3.3797461620177915,398.0,3.0,1572.0,4,815.0
4373,Existential Meditation,Simon Cleveland,4.91,100,11,12/22/2005,eng,750.5,5,230.0,3.645977183368646,228.0,3.0,1631.0,4,913.0
885,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,560,557,9/9/2003,en-US,757.5,4,824.0,3.325134670458642,554.0,3.0,1374.0,4,278.0
924,Alcoholics Anonymous,Alcoholics Anonymous,4.45,250,22,8/1/1993,eng,760.5,4,856.0,3.331961106903536,519.0,3.0,1378.0,4,289.0
4256,The Lord of the Rings: The Return of the King - Visual Companion,Jude Fisher,4.59,72,26,11/6/2003,eng,760.75,5,224.0,3.4275312171320476,315.0,3.0,1609.0,4,895.0
925,Alcoholics Anonymous,Alcoholics Anonymous,4.45,576,495,2/10/2002,en-US,761.5,4,857.0,3.331961106903536,520.0,3.0,1379.0,4,290.0
872,DEATH NOTE デスノート 1,Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,4.43,195,227,4/2/2004,jpn,761.75,4,815.0,3.3183082340137484,588.0,3.0,1371.0,4,273.0
874,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba/Takeshi Obata,4.43,194,400,9/3/2004,jpn,763.5,4,817.0,3.3183082340137484,589.0,3.0,1373.0,4,275.0
4052,The Complete Lyrics of Cole Porter,Cole Porter/Robert Kimball/John Updike,4.53,544,32,8/21/1992,en-US,764.25,5,217.0,3.3865725984626853,384.0,3.0,1594.0,4,862.0
4272,The Lord of the Rings / The Hobbit,J.R.R. Tolkien,4.59,1600,141,10/7/2002,eng,764.5,5,226.0,3.4275312171320476,316.0,3.0,1615.0,4,901.0
4160,The Complete Novels,Jane Austen,4.55,1344,21633,6/17/1996,eng,764.75,5,219.0,3.4002254713524724,364.0,3.0,1598.0,4,878.0
722,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien/Christopher Tolkien,4.38,1680,237,9/1/2000,en-US,765.75,4,700.0,3.28417605178928,762.0,3.0,1357.0,4,244.0
867,Bleach  Volume 15,Tite Kubo,4.42,208,19945,10/3/2006,eng,768.5,4,810.0,3.3114817975688546,629.0,3.0,1367.0,4,268.0
988,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,254,142,3/6/2001,spa,768.5,4,909.0,3.345613979793323,481.0,3.0,1382.0,4,302.0
4788,The Diamond Color Meditation: Color Pathway to the Soul,John  Diamond,5.0,74,5,2/1/2006,eng,768.5,5,236.0,3.707415111372689,203.0,3.0,1656.0,4,979.0
4244,The Complete Maus,Art Spiegelman,4.55,296,111475,10/2/2003,eng,769.0,5,221.0,3.4002254713524724,365.0,3.0,1602.0,4,888.0
4163,The Complete Novels of Jane Austen  Vol 1: Sense & Sensibility/Pride & Prejudice/Mansfield Park,Jane Austen,4.53,898,254,9/5/1992,eng,771.0,5,220.0,3.3865725984626853,385.0,3.0,1599.0,4,880.0
4697,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,4.75,304,8,10/7/2005,eng,776.25,5,234.0,3.5367542002503467,253.0,3.0,1651.0,4,967.0
326,1776,David McCullough,4.07,386,166916,7/4/2006,eng,776.75,4,463.0,3.4138187305515655,344.0,4.0,142.0,3,2158.0
4255,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,554,265,11/6/2003,eng,777.75,5,223.0,3.3865725984626853,386.0,3.0,1608.0,4,894.0
4263,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,508,1635,6/1/2005,en-US,780.0,5,225.0,3.3865725984626853,387.0,3.0,1611.0,4,897.0
4249,The Lord of the Rings: The Two Towers: Visual Companion,Jude Fisher/Viggo Mortensen,4.51,72,4524,11/6/2002,eng,781.25,5,222.0,3.3729197255728978,409.0,3.0,1604.0,4,890.0
4811,The Feynman Lectures on Physics Vols 7-8,Richard P. Feynman,4.8,0,20,1/3/2006,en-US,781.25,5,238.0,3.570886382474815,247.0,3.0,1658.0,4,982.0
4411,Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega,4.57,602,5104,2/28/2006,spa,782.0,5,231.0,3.4138783442422604,337.0,3.0,1637.0,4,923.0
4810,The Feynman Lectures on Physics Vols 3-4,Richard P. Feynman,4.71,0,21,5/12/2004,en-US,783.75,5,237.0,3.509448454470772,260.0,3.0,1657.0,4,981.0
4933,Bulgakov's the Master and Margarita: The Text as a Cipher,Elena N. Mahlow,5.0,202,4,1/1/1975,eng,783.75,5,243.0,3.707415111372689,204.0,3.0,1674.0,4,1014.0
